candidate_scope,candidate_id,candidate_label,source_id,source_family,evidence_level,candidate_type,decision_status,decision_class,decision_predicate,rationale,assumptions_or_heuristics,reviewer_or_role,source_artifact,linked_artifact,evidence_detail
mapping_candidate,candidate-1f22622e34e682d5,identifier -> identifier,schema_org,uogto_core_uogto-core,mapping_review,owl:equivalentProperty,accepted,included,owl:equivalentProperty,Accepted by deterministic exact/equivalent prefill; high-impact rows remain flagged for reviewer attention.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://purl.org/dc/terms/identifier,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.6667, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": false, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-006911deef3810f2,type -> Type,schema_org,uogto_extensions_epistemic-games,mapping_review,no_match,rejected,excluded,no_match,Rejected because the candidate crosses incompatible term types without an approved bridge pattern.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",ontology_alignment_reviewer,docs/ontology-comparison/mapping-review.csv,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.7071, ""exact_iri"": false, ""exact_label"": true, ""external_is_uogto_parent"": false, ""lexical_similarity"": 1.0, ""normalized_label"": true, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": false}"
mapping_candidate,candidate-9d58f25188b975e5,AddAction -> Action,schema_org,uogto_alignments_schema-org,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AddAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.5345, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.75, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.8, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-00ef525072fcf53f,AchieveAction -> Action,schema_org,uogto_alignments_schema-org,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AchieveAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.4364, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 1.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-1b6b37fe5d670e5b,AgreeAction -> Action,schema_org,uogto_alignments_schema-org,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AgreeAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.4364, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.8, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-070aad9e5085d480,AcceptAction -> Action,schema_org,uogto_alignments_schema-org,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AcceptAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.4714, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6316, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.8, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-ffe10405ce31d9ff,AllocateAction -> Action,schema_org,uogto_alignments_schema-org,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AllocateAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.4851, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5714, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.8, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-e31a1a2075bc88b3,AddAction -> HiddenAction,schema_org,uogto_extensions_contract-theory,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AddAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7826, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.375, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-c9a893c4f5fe9a54,ActivateAction -> Action,schema_org,uogto_alignments_schema-org,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/ActivateAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.4588, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5714, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.8, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-937392b21d442ccb,sizeDescription -> description,schema_org,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://unece.org/vocab#sizeDescription,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.5443, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.8148, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-9fcfa020d2c50795,AchieveAction -> HiddenAction,schema_org,uogto_extensions_contract-theory,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AchieveAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.2421, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7407, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.4286, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-125751f5913c3a68,colourDescription -> description,schema_org,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://unece.org/vocab#colourDescription,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.5443, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7586, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-6e666a5bb38e6123,version_date -> version,schema_org,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://data.europa.eu/eli/ontology#version_date,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.5774, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7368, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-af7b82cf8c0710ac,OrderIdentifier -> identifier,schema_org,uogto_core_uogto-core,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,http://unece.org/vocab#OrderIdentifier,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.4444, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7692, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-75c6522a86fbcd45,AllocateAction -> Allocation,schema_org,uogto_extensions_matching-allocation,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/AllocateAction,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.0857, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.8, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.2, ""synonym"": false, ""type_compatible"": true}"
mapping_candidate,candidate-93de436a53a70ae4,ActionStatusType -> Action,schema_org,uogto_alignments_schema-org,mapping_review,no_match,rejected,excluded,no_match,Rejected because candidate generator classified this pair as no_match.,"Candidate score combines lexical, definitional, structural, property-signature, embedding, source-reliability, and type-compatibility signals.",automation_prefill,docs/ontology-comparison/mapping-review.csv,https://schema.org/ActionStatusType,"{""definition_similarity"": 0.0, ""embedding_similarity"": 0.5547, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.5, ""synonym"": false, ""type_compatible"": true}"
